"Name of Satellite, Alternate Names",Country of Owner,Owner,Users,Purpose,Class of Orbit,Date of Launch,Launch Site,Coordinates,Launch Vehicle
AsiaSat-5,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,GEO,11-08-09,Baikonur Cosmodrome,45.8595;63.3134,Ariane
SMOS (Soil Moisture and Ocean Salinity satellite),Austria/Belgium/Czech Republic/Denmark/Estonia/Finland/France/Germany/Greece/Hungary/Ireland/Italy/Luxembourg/Netherlands/Norway/Poland/Portugal/Romania/Spain/Sweden/Switzerland/United Kingdom/Canada,Centre National d'Etudes Spatiales (CNES)/European Space Agency,Government,Earth Observation,LEO,02-11-09,Plesetsk Cosmodrome,62.925556;40.577778,Minotaur 1
Proba 2 (Project for On-Board Autonomy),Austria/Belgium/Czech Republic/Denmark/Estonia/Finland/France/Germany/Greece/Hungary/Ireland/Italy/Luxembourg/Netherlands/Norway/Poland/Portugal/Romania/Spain/Sweden/Switzerland/United Kingdom/Canada,European Space Agency (ESA),Government,Technology Demonstration,LEO,02-11-09,Plesetsk Cosmodrome,62.925556;40.577778,Minotaur 1
"Cubesat XI-IV (Oscar 57, CO-57)",Japan,"Department of Astronautics, University of Tokyo",Civil,Technology Development,LEO,30-06-03,Plesetsk Cosmodrome,62.925556;40.577778,Minotaur 1
"Sinah-1 (Sina 1, ZS1)",Iran,Iranian Research Organization for Science and Technology (IROST),Government,Communications,LEO,27-10-05,Plesetsk Cosmodrome,62.925556;40.577778,Minotaur 4
Strela 3 (Cosmos 2390),Russia,Ministry of Defense,Military,Communications,LEO,08-07-02,Plesetsk Cosmodrome,62.925556;40.577778,Minotaur 4
Strela 3 (Cosmos 2391),Russia,Ministry of Defense,Military,Communications,LEO,08-07-02,Plesetsk Cosmodrome,62.925556;40.577778,Minotaur 4
Strela 3 (Cosmos 2400),Russia,Ministry of Defense,Military,Communications,LEO,19-08-03,Plesetsk Cosmodrome,62.925556;40.577778,Minotaur 4
Strela 3 (Cosmos 2401),Russia,Ministry of Defense,Military,Communications,LEO,19-08-03,Plesetsk Cosmodrome,62.925556;40.577778,Minotaur 4
Parus-95 (Cosmos 2407),Russia,Ministry of Defense,Military,Communications,LEO,22-07-04,Plesetsk Cosmodrome,62.925556;40.577778,Minotaur 4
Strela 3 (Cosmos 2408),Russia,Ministry of Defense,Military,Communications,LEO,23-09-04,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Strela 3 (Cosmos 2409),Russia,Ministry of Defense,Military,Communications,LEO,23-09-04,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Parus-96 (Cosmos 2414),Russia,Ministry of Defense,Military,Communications,LEO,20-01-05,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
"Rodnik (Cosmos 2416, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,21-12-05,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Parus-99 (Cosmos 2463),Russia,Ministry of Defense,Military,Communications,LEO,27-04-10,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
"BeijinGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)",China,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Civil,Earth Observation,LEO,27-10-05,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
SAR-Lupe 1,Germany,Armed Forces,Military,Earth Observation,LEO,19-12-06,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
SAR-Lupe 2,Germany,Armed Forces,Military,Earth Observation,LEO,02-07-07,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
SAR-Lupe 3,Germany,Armed Forces,Military,Earth Observation,LEO,01-11-07,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
SAR-Lupe 4,Germany,Armed Forces,Military,Earth Observation,LEO,27-03-08,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
SAR-Lupe 5,Germany,Armed Forces,Military,Earth Observation,LEO,22-07-08,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Mozhayets 4 (RS-22),Russia,Mozhaisky Space Engineering Academy,Civil,Technology Development,LEO,27-09-03,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-05,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,08-09-10,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-03,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,28-07-12,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-04,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,28-07-12,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-14,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,11-09-13,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-16,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,11-09-13,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-17,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,11-09-13,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-18,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,03-07-14,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-19,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,03-07-14,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-20,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,03-07-14,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-11 (Gonets M21),Russia,Gonets Satcom,Commercial/Government,Communications,LEO,31-03-15,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-12 (Gonets M22),Russia,Gonets Satcom,Commercial/Government,Communications,LEO,31-03-15,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
Gonets M-13 (Gonets M23),Russia,Gonets Satcom,Commercial/Government,Communications,LEO,31-03-15,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
"Rodnik (Cosmos 2437, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,23-05-08,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
"Rodnik (Cosmos 2438, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,23-05-08,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
"Rodnik (Cosmos 2439, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,23-05-08,Plesetsk Cosmodrome,62.925556;40.577778,Nanorack Deployer
"Rodnik (Cosmos 2451, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,06-07-09,Plesetsk Cosmodrome,62.925556;40.577778,Naro-1
"Rodnik (Cosmos 2453, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,06-07-09,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2467, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,08-09-10,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2468, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,08-09-10,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2481, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,28-07-12,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2482, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,15-01-13,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2483, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,15-01-13,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2484, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,15-01-13,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2488, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,25-12-13,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2489, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,25-12-13,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2490, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,25-12-13,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2496, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,23-05-14,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2497, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,23-05-14,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2498, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,23-05-14,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2507, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,23-09-15,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2508, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,23-09-15,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus
"Rodnik (Cosmos 2509, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,23-09-15,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
"Grace 1 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas",Civil,Earth Observation,LEO,17-03-02,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
"Grace 2 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas",Civil,Earth Observation,LEO,17-03-02,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
Sentinel 3A,Austria/Belgium/Czech Republic/Denmark/Estonia/Finland/France/Germany/Greece/Hungary/Ireland/Italy/Luxembourg/Netherlands/Norway/Poland/Portugal/Romania/Spain/Sweden/Switzerland/United Kingdom/Canada,EUMETSAT,Government,Earth Observation,LEO,16-02-16,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
SWARM-A,Austria/Belgium/Czech Republic/Denmark/Estonia/Finland/France/Germany/Greece/Hungary/Ireland/Italy/Luxembourg/Netherlands/Norway/Poland/Portugal/Romania/Spain/Sweden/Switzerland/United Kingdom/Canada,European Space Agency (ESA),Government,Earth Observation,LEO,22-11-13,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
SWARM-B,Austria/Belgium/Czech Republic/Denmark/Estonia/Finland/France/Germany/Greece/Hungary/Ireland/Italy/Luxembourg/Netherlands/Norway/Poland/Portugal/Romania/Spain/Sweden/Switzerland/United Kingdom/Canada,European Space Agency (ESA),Government,Earth Observation,LEO,22-11-13,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
SWARM-C,Austria/Belgium/Czech Republic/Denmark/Estonia/Finland/France/Germany/Greece/Hungary/Ireland/Italy/Luxembourg/Netherlands/Norway/Poland/Portugal/Romania/Spain/Sweden/Switzerland/United Kingdom/Canada,European Space Agency (ESA),Government,Earth Observation,LEO,22-11-13,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation/Technology Development,LEO,28-07-06,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
GEO IK2 (Cosmos 2517),Russia,Ministry of Defense,Military,Earth Science,LEO,05-06-16,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
MOST (Microvariability & Oscillations of STars),Canada,Canadian Space Agency,Government,Space Science,LEO,30-06-03,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
"Yubileiny (Jubilejnyj, Radio Sputnik 30 (RS-30))",Russia,Research Laboratory of Aerospace Technology (NILAKT ROSTO),Civil,Technology Development,LEO,23-05-08,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
RS-47 (Cosmos 2499),Russia,Ministry of Defense,Military,Technology Development,LEO,23-05-14,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
Cosmos 2504,Russia,Ministry of Defense,Military,Technology Development,LEO,31-03-15,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
Iridium 97 (Iridium SV097),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,20-06-02,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
Iridium 98 (Iridium SV098),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,20-06-02,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
"Glonass 701 (Glonass-K, Cosmos 2471)",Russia,Ministry of Defense,Military/Commercial,Navigation,MEO,26-02-11,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
"Glonass 742 (Glonass-M, Cosmos 2474)",Russia,Ministry of Defense,Military/Commercial,Navigation,MEO,02-10-11,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
"Glonass 746 (Glonass-M, Cosmos 2478)",Russia,Ministry of Defense,Military/Commercial,Navigation,MEO,27-11-11,Plesetsk Cosmodrome,62.925556;40.577778,Pegasus XL
"Glonass 747 (Glonass-M, Cosmos 2485)",Russia,Ministry of Defense,Military/Commercial,Navigation,MEO,26-04-13,Plesetsk Cosmodrome,62.925556;40.577778,Polar Satellite Launch Vehicle (PSLV)
AIST-1,Russia,"Samara State Aerospace University, SGAU",Civil,Technology Development,LEO,28-12-13,Plesetsk Cosmodrome,62.925556;40.577778,Proton
"EKS-1 (Integrated Space System, Cosmos 2510, Tundra 11L)",Russia,Ministry of Defense,Military,Earth Observation,Elliptical,17-11-15,Plesetsk Cosmodrome,62.925556;40.577778,Proton
BARS-M (Cosmos 2515),Russia,Ministry of Defense,Military,Earth Observation,LEO,24-03-16,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Persona-2 (Cosmos 2486),Russia,Ministry of Defense,Military,Earth Observation,LEO,07-06-13,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Persona-3 (Cosmos 2506),Russia,Ministry of Defense,Military,Earth Observation,LEO,23-06-15,Plesetsk Cosmodrome,62.925556;40.577778,Proton
"Glonass 754 (Glonass-M, Cosmos 2491, RS-46)",Russia,Ministry of Defense,Military/Commercial,Navigation,MEO,23-03-14,Plesetsk Cosmodrome,62.925556;40.577778,Proton
"Glonass 755 (Glonass-M, Cosmos 2500)",Russia,Ministry of Defense,Military/Commercial,Navigation,MEO,14-06-14,Plesetsk Cosmodrome,62.925556;40.577778,Proton
"Glonass 702 (Glonass K, Cosmos 2501)",Russia,Ministry of Defense,Military/Commercial,Navigation,MEO,01-12-14,Plesetsk Cosmodrome,62.925556;40.577778,Proton
"Glonass 751 (Glonass-M, Cosmos 2514)",Russia,Ministry of Defense,Military/Commercial,Navigation,MEO,07-02-16,Plesetsk Cosmodrome,62.925556;40.577778,Proton
"Glonass 753 (Glonass-M, Cosmos 2516)",Russia,Ministry of Defense,Military/Commercial,Navigation,MEO,29-05-16,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Meridian-3,Russia,Military Space Forces (VKS),Military,Communications,Elliptical,02-11-10,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Meridian-4,Russia,Military Space Forces (VKS),Military,Communications,Elliptical,04-05-11,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Meridian-6 (Meridian 16L),Russia,Military Space Forces (VKS),Military,Communications,Elliptical,14-11-12,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Meridian-7 (Meridian 17L),Russia,Military Space Forces (VKS),Military,Communications,Elliptical,30-10-14,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Lotos-S2 (Cosmos 2502),Russia,Ministry of Defense,Military,Earth Observation,LEO,23-12-14,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Lotos-S1 (Cosmos 2455),Russia,Ministry of Defense,Military,Earth Observation,LEO,20-11-09,Plesetsk Cosmodrome,62.925556;40.577778,Proton
BARS-M (Cosmos 2503),Russia,Ministry of Defense,Military,Earth Observation,LEO,27-02-15,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Gonets D1-14 ,Russia,Gonets Satcom,Commercial/Government,Communications,LEO,19-02-96,Plesetsk Cosmodrome,62.925556;40.577778,Proton
Strela 3 (Cosmos 2385),Russia,Ministry of Defense,Military,Communications,LEO,27-12-01,Plesetsk Cosmodrome,62.925556;40.577778,Proton D
Strela 3 (Cosmos 2386),Russia,Ministry of Defense,Military,Communications,LEO,27-12-01,Plesetsk Cosmodrome,62.925556;40.577778,Proton D
GSAT-14,India,Indian Space Research Organization (ISRO),Government,Communications,GEO,05-01-14,Satish Dhawan Space Center,13.7259;80.2266,Proton DM
GSAT-6 (Insat 4-E),India,Indian National Satellite (INSAT),Government/Commercial,Communications,GEO,27-08-15,Satish Dhawan Space Center,13.7259;80.2266,Proton K
GSAT-2,India,Indian Space Research Organization (ISRO),Government,Communications/Technology Development,GEO,08-05-03,Satish Dhawan Space Center,13.7259;80.2266,Proton K
INSAT 4CR (Indian National Satellite),India,Indian Space Research Organization (ISRO),Government,Communications,GEO,02-09-07,Satish Dhawan Space Center,13.7259;80.2266,Proton K
Kalpana-1 (Metsat-1),India,Indian Space Research Organization (ISRO),Government,Earth Observation,GEO,12-09-02,Satish Dhawan Space Center,13.7259;80.2266,Proton K
IRNSS-1G (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (IRSO),Government,Navigation,GEO,28-04-16,Satish Dhawan Space Center,13.7259;80.2266,Proton K
IRNSS-1A (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation,GEO,01-07-13,Satish Dhawan Space Center,13.7259;80.2266,Proton K
IRNSS-1B (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation,GEO,04-04-14,Satish Dhawan Space Center,13.7259;80.2266,Proton K
Vesselsat-1,USA,ORBCOMM Inc.,Commercial,Communications,LEO,12-10-11,Satish Dhawan Space Center,13.7259;80.2266,Proton K
AISSat-1 (Automatic Identification System Satellite-1),Norway,Norwegian Coastal Admnistration,Government,Communications,LEO,12-07-10,Satish Dhawan Space Center,13.7259;80.2266,Proton K
Jugnu,India,Indian Institute of Technology Kanpur,Civil,Earth Observation,LEO,12-10-11,Satish Dhawan Space Center,13.7259;80.2266,Proton K
Spot 6 (Système Probatoire d’Observation de la Terre),France/Belgium/Sweden,Spot Image,Commercial,Earth Observation,LEO,09-09-12,Satish Dhawan Space Center,13.7259;80.2266,Proton K
Alsat-2A (Algeria Satellite 2A),Algeria,Centre National des Techniques Spatiales (CNTS),Government,Earth Observation,LEO,12-07-10,Satish Dhawan Space Center,13.7259;80.2266,Proton K
Oceansat-2,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,23-09-09,Satish Dhawan Space Center,13.7259;80.2266,Proton K
CartoSat 2B,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,12-07-10,Satish Dhawan Space Center,13.7259;80.2266,Proton K
Megha-Tropiques,India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Observation,LEO,12-10-11,Satish Dhawan Space Center,13.7259;80.2266,Proton K
SARAL (Satellite with ARGOS and ALTIKA),India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Observation,LEO,25-02-13,Satish Dhawan Space Center,13.7259;80.2266,Proton K
NEOSSat (Near Earth Object Surveillance Satellite),Canada,Canadian Space Agency,Government,Space Observation,LEO,25-02-13,Satish Dhawan Space Center,13.7259;80.2266,Proton K
Sapphire (Space Surveillance Mission of Canada),Canada,Department of National Defense,Military,Space Observation,LEO,25-02-13,Satish Dhawan Space Center,13.7259;80.2266,Proton K
